System Time,RDTSC,Elapsed Time (sec), CPU Utilization(%),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,DRAM Power_0(Watt),Cumulative DRAM Energy_0(Joules),Cumulative DRAM Energy_0(mWh),GT Power_0(Watt),Cumulative GT Energy_0(Joules),Cumulative GT Energy_0(mWh),Package PL1_0(Watt),Package PL2_0(Watt),Package PL4_0(Watt),Platform PsysPL1_0(Watt),Platform PsysPL2_0(Watt),GT Frequency(MHz),GT Utilization(%)
16:13:07:085, 8659350815747,   13.087,   49.000, 2700,  14.523, 193.123,  53.645,  12.879, 172.389,  47.886, 66,  0,   0.565,   7.736,   2.149,   0.000,   0.075,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:07:194, 8659568643256,   13.196,   49.000, 2800,  14.605, 194.720,  54.089,  13.093, 173.821,  48.284, 67,  0,   0.568,   7.798,   2.166,   0.000,   0.075,   0.021,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:07:304, 8659787387268,   13.306,   50.000, 2800,  14.415, 196.303,  54.529,  12.787, 175.225,  48.674, 68,  0,   0.614,   7.865,   2.185,   0.023,   0.078,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:07:413, 8660005251102,   13.415,   49.000, 2800,  15.251, 197.971,  54.992,  13.735, 176.727,  49.091, 67,  0,   0.583,   7.929,   2.202,   0.000,   0.078,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:07:523, 8660223077909,   13.525,   50.000, 2800,  15.584, 199.675,  55.465,  13.919, 178.249,  49.514, 68,  0,   0.588,   7.993,   2.220,   0.000,   0.078,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:07:632, 8660440973404,   13.634,   50.000, 2800,  15.155, 201.333,  55.926,  13.649, 179.742,  49.928, 67,  0,   0.562,   8.055,   2.237,   0.000,   0.078,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:07:742, 8660658891684,   13.743,   49.000, 2700,  14.990, 202.973,  56.381,  13.488, 181.218,  50.338, 66,  0,   0.576,   8.118,   2.255,   0.000,   0.078,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:07:851, 8660876709282,   13.853,   49.000, 2700,  14.552, 204.564,  56.823,  12.872, 182.625,  50.729, 66,  0,   0.621,   8.185,   2.274,   0.000,   0.078,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:07:961, 8661095396358,   13.963,   49.000, 2800,  14.407, 206.145,  57.263,  12.907, 184.042,  51.123, 66,  0,   0.634,   8.255,   2.293,   0.022,   0.080,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:08:070, 8661313261357,   14.072,   51.000, 2800,  15.376, 207.827,  57.730,  13.700, 185.541,  51.539, 67,  0,   0.614,   8.322,   2.312,   0.000,   0.080,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:08:179, 8661531112686,   14.181,   49.000, 2800,  15.435, 209.515,  58.199,  13.926, 187.064,  51.962, 67,  0,   0.575,   8.385,   2.329,   0.000,   0.080,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:08:289, 8661749064880,   14.291,   50.000, 2700,  15.141, 211.172,  58.659,  13.438, 188.534,  52.371, 66,  0,   0.577,   8.448,   2.347,   0.000,   0.080,   0.022,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:08:398, 8661966890540,   14.400,   50.000, 2700,  14.362, 212.742,  59.095,  12.779, 189.931,  52.759, 65,  0,   0.599,   8.514,   2.365,   0.024,   0.083,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:08:508, 8662185511421,   14.510,   49.000, 2800,  14.830, 214.370,  59.547,  13.238, 191.384,  53.162, 67,  0,   0.595,   8.579,   2.383,   0.000,   0.083,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:08:617, 8662403415456,   14.619,   38.000, 2800,  15.457, 216.061,  60.017,  13.939, 192.909,  53.586, 67,  0,   0.572,   8.642,   2.400,   0.000,   0.083,   0.023,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:08:992, 8663150406982,   14.994,   89.000, 2800,  14.722, 221.581,  61.550,  13.144, 197.838,  54.955, 67,  0,   0.584,   8.861,   2.461,   0.007,   0.085,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:09:102, 8663369116618,   15.104,   49.000, 2800,  15.251, 223.256,  62.015,  13.660, 199.338,  55.372, 67,  0,   0.567,   8.923,   2.479,   0.000,   0.085,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:09:211, 8663586965835,   15.213,   50.000, 2700,  15.507, 224.952,  62.487,  13.995, 200.868,  55.797, 67,  0,   0.573,   8.985,   2.496,   0.000,   0.085,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:09:321, 8663804828179,   15.323,   49.000, 2700,  14.802, 226.570,  62.936,  13.152, 202.307,  56.196, 67,  0,   0.574,   9.048,   2.513,   0.000,   0.085,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:09:430, 8664022702088,   15.432,   50.000, 2800,  14.424, 228.148,  63.374,  12.914, 203.719,  56.589, 67,  0,   0.566,   9.110,   2.531,   0.000,   0.085,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:09:540, 8664240612673,   15.541,   50.000, 2800,  14.974, 229.786,  63.829,  13.407, 205.186,  56.996, 67,  0,   0.643,   9.181,   2.550,   0.023,   0.088,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:09:649, 8664458437043,   15.651,   49.000, 2800,  14.724, 231.396,  64.277,  13.074, 206.615,  57.393, 66,  0,   0.582,   9.244,   2.568,   0.000,   0.088,   0.024,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:09:759, 8664677171421,   15.761,   41.000, 2800,  12.829, 232.805,  64.668,  11.092, 207.833,  57.731, 67,  0,   0.680,   9.319,   2.589,   0.086,   0.097,   0.027,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000
16:13:09:759, 8664677887798,   15.761,   52.000, 2800,   0.000, 232.805,  64.668,  15.614, 207.839,  57.733, 67,  0,   0.000,   9.319,   2.589,   0.000,   0.097,   0.027,  15.000,  40.000,  71.000,  15.000,  40.000,    0,   0.000

Total Elapsed Time (sec) = 15.760976
Measured RDTSC Frequency (GHz) = 1.992

Cumulative Processor Energy_0 (Joules) = 232.804810
Cumulative Processor Energy_0 (mWh) = 64.668003
Average Processor Power_0 (Watt) = 14.770964

Cumulative IA Energy_0 (Joules) = 207.838928
Cumulative IA Energy_0 (mWh) = 57.733036
Average IA Power_0 (Watt) = 13.186932

Cumulative DRAM Energy_0 (Joules) = 9.318787
Cumulative DRAM Energy_0 (mWh) = 2.588552
Average DRAM Power_0 (Watt) = 0.591257

Cumulative GT Energy_0 (Joules) = 0.097412
Cumulative GT Energy_0 (mWh) = 0.027059
Average GT Power_0 (Watt) = 0.006181
